Current Step,Time Remaining,Expected Temp,External Temp,Chamber Temp,Time
11,294,55,55.8,55.2,8967
11,277,55,55.8,55.2,8983
11,261,55,55.8,55.2,9000
11,244,55,55.9,55.2,9016
11,228,55,55.9,55.2,9033
11,211,55,55.9,55.2,9049
11,195,55,55.9,55.2,9066
11,178,55,55.7,55.1,9082
11,162,55,55.9,55.1,9099
11,145,55,55.8,55.1,9115
11,129,55,55.8,55.1,9132
11,112,55,55.8,55.1,9148
11,96,55,55.8,55.1,9165
11,79,55,55.8,55.1,9181
11,62,55,56,55.1,9198
11,46,55,55.8,55.1,9215
11,29,55,56,55.1,9231
11,13,55,56,55.2,9248
12,1062,54.4,56,55.2,9264
12,1045,53.4,56.1,55.2,9281
12,1029,52.4,55.9,55.3,9297
12,1012,51.4,55.8,55.2,9314
12,996,50.5,55.7,55,9330
12,979,49.5,55.2,54.7,9347
12,963,48.6,54.6,54.2,9363
12,946,47.6,53.7,53.5,9380
12,930,46.7,52.7,52.5,9396
12,913,45.7,51.8,51.3,9413
12,897,44.7,50.6,50,9430
12,880,43.7,49.4,48.5,9446
12,863,42.8,48.2,47,9463
12,847,41.8,47,45.3,9479
12,830,40.9,46.1,43.9,9496
12,814,39.9,45,42.4,9512
12,797,38.9,44.2,41.2,9529
12,781,38,43.6,40.2,9545
12,764,37,42.9,39.3,9562
12,748,36,42,38.4,9578
12,731,35,41.1,37.4,9595
12,715,34.1,40,36.3,9611
12,698,33.1,38.7,35.1,9628
12,681,32.2,37.4,33.8,9645
12,665,31.2,36.3,32.3,9661
12,648,30.2,35.5,31.2,9678
12,632,29.3,34.6,30.1,9694
12,615,28.3,33.9,29.2,9711
12,599,27.3,33.1,28.3,9727
12,582,26.3,32,27.4,9744
12,566,25.4,30.5,26.3,9760
12,549,24.4,29,25,9777
12,533,23.5,28,23.7,9793
12,516,22.5,27.4,22.7,9810
12,499,21.5,26.8,21.9,9826
12,483,20.6,26,21.2,9843
12,466,19.6,24.4,20.3,9859
12,450,18.6,22.9,19.1,9876
12,433,17.6,21.6,17.9,9893
12,417,16.7,20.7,16.7,9909
12,400,15.7,20,15.8,9926
12,384,14.8,19.4,15.1,9942
12,367,13.8,18.1,14.3,9959
12,351,12.8,16.5,13.3,9975
12,334,11.9,14.8,12.2,9992
12,318,10.9,13.5,10.9,10008
12,301,9.9,12.9,9.8,10025
12,284,9,12.7,8.9,10041
12,268,8,11.9,8.2,10058
12,251,7,10.7,7.4,10074
12,235,6.1,9.1,6.5,10091
12,218,5.1,7.8,5.4,10107
12,202,4.2,6.6,4.1,10124
12,185,3.2,5.7,3.1,10141
12,169,2.2,5.1,2.2,10157
12,152,1.2,4.3,1.4,10174
12,136,0.3,3.1,0.6,10190
12,119,-0.7,1.6,-0.4,10207
12,102,-1.6,0.4,-1.5,10223
12,86,-2.6,-0.4,-2.6,10240
12,69,-3.6,-1.2,-3.7,10256
